🔬 Generando tabla periódica de palitos...
✅ Generados 3101 átomos

==================================================================================================================================
N°,Nombre,Capas,I,O,Longitud,P.Fusion,Desap,Mag,Fuerza,Conduct,React,Radiact
2681,Atom_2681,7,34,11,1,4498.0,0,0.00,No,481.5,476.7,99.15
2682,Atom_2682,7,34,12,1,2970.0,0,0.00,No,484.0,480.0,100.00
2683,Atom_2683,7,34,13,1,4434.0,0,0.00,No,468.7,483.3,100.85
2684,Atom_2684,7,34,14,1,2906.0,0,0.00,No,467.3,486.7,101.70
2685,Atom_2685,7,34,15,1,4370.0,0,0.00,No,466.0,490.0,102.55
2686,Atom_2686,7,34,16,1,1346.0,0,0.00,No,464.7,493.3,103.40
2687,Atom_2687,7,34,17,1,4306.0,0,0.00,No,463.3,496.7,104.25
2688,Atom_2688,7,34,18,1,1282.0,0,0.00,No,462.0,500.0,105.10
2689,Atom_2689,7,34,19,1,4242.0,0,0.00,No,460.7,503.3,105.95
2690,Atom_2690,7,34,20,1,1218.0,0,0.00,No,459.3,506.7,106.80
2691,Atom_2691,7,34,21,1,4178.0,0,0.00,No,458.0,510.0,107.65
2692,Atom_2692,7,34,22,1,1154.0,0,0.00,No,456.7,513.3,108.50
2693,Atom_2693,7,34,23,1,4114.0,0,0.00,No,455.3,516.7,109.35
2694,Atom_2694,7,34,24,1,1090.0,0,0.00,No,454.0,520.0,110.20
2695,Atom_2695,7,34,25,1,4050.0,0,0.00,No,450.7,523.3,111.05
2696,Atom_2696,7,34,26,1,1026.0,0,0.00,No,447.3,526.7,111.90
2697,Atom_2697,7,35,0,1,4978.0,0,0.00,No,464.0,455.0,90.65
2698,Atom_2698,7,35,1,1,4946.0,0,0.00,No,466.5,458.8,91.50
2699,Atom_2699,7,35,2,1,4540.0,0,0.00,No,469.0,462.7,92.35
2700,Atom_2700,7,35,3,1,4882.0,0,0.00,No,471.5,461.5,93.20
2701,Atom_2701,7,35,4,1,4102.0,0,0.00,No,474.0,463.7,94.05
2702,Atom_2702,7,35,5,1,4818.0,0,0.00,No,476.5,465.8,94.90
2703,Atom_2703,7,35,6,1,4038.0,0,0.00,No,479.0,475.0,95.75
2704,Atom_2704,7,35,7,1,4754.0,0,0.00,No,481.5,478.3,96.60
2705,Atom_2705,7,35,8,1,3226.0,0,0.00,No,484.0,481.7,97.45
2706,Atom_2706,7,35,9,1,4690.0,0,0.00,No,486.5,485.0,98.30
2707,Atom_2707,7,35,10,1,3162.0,0,0.00,No,489.0,488.3,99.15
2708,Atom_2708,7,35,11,1,4626.0,0,0.00,No,491.5,491.7,100.00
2709,Atom_2709,7,35,12,1,3098.0,0,0.00,No,494.0,495.0,100.85
2710,Atom_2710,7,35,13,1,4562.0,0,0.00,No,478.7,498.3,101.70
2711,Atom_2711,7,35,14,1,3034.0,0,0.00,No,477.3,501.7,102.55
2712,Atom_2712,7,35,15,1,4498.0,0,0.00,No,476.0,505.0,103.40
2713,Atom_2713,7,35,16,1,1474.0,0,0.00,No,474.7,508.3,104.25
2714,Atom_2714,7,35,17,1,4434.0,0,0.00,No,473.3,511.7,105.10
2715,Atom_2715,7,35,18,1,1410.0,0,0.00,No,472.0,515.0,105.95
2716,Atom_2716,7,35,19,1,4370.0,0,0.00,No,470.7,518.3,106.80
2717,Atom_2717,7,35,20,1,1346.0,0,0.00,No,469.3,521.7,107.65
2718,Atom_2718,7,35,21,1,4306.0,0,0.00,No,468.0,525.0,108.50
2719,Atom_2719,7,35,22,1,1282.0,0,0.00,No,466.7,528.3,109.35
2720,Atom_2720,7,35,23,1,4242.0,0,0.00,No,465.3,531.7,110.20
2721,Atom_2721,7,35,24,1,1218.0,0,0.00,No,464.0,535.0,111.05
2722,Atom_2722,7,35,25,1,4178.0,0,0.00,No,460.7,538.3,111.90
2723,Atom_2723,7,35,26,1,1154.0,0,0.00,No,457.3,541.7,112.75
2724,Atom_2724,7,36,0,1,5106.0,0,0.00,No,474.0,470.0,91.50
2725,Atom_2725,7,36,1,1,5074.0,0,0.00,No,476.5,473.8,92.35
2726,Atom_2726,7,36,2,1,4668.0,0,0.00,No,479.0,477.7,93.20
2727,Atom_2727,7,36,3,1,5010.0,0,0.00,No,481.5,476.5,94.05
2728,Atom_2728,7,36,4,1,4230.0,0,0.00,No,484.0,478.7,94.90
2729,Atom_2729,7,36,5,1,4946.0,0,0.00,No,486.5,480.8,95.75
2730,Atom_2730,7,36,6,1,4166.0,0,0.00,No,489.0,490.0,96.60
2731,Atom_2731,7,36,7,1,4882.0,0,0.00,No,491.5,493.3,97.45
2732,Atom_2732,7,36,8,1,3354.0,0,0.00,No,494.0,496.7,98.30
2733,Atom_2733,7,36,9,1,4818.0,0,0.00,No,496.5,500.0,99.15
2734,Atom_2734,7,36,10,1,3290.0,0,0.00,No,499.0,503.3,100.00
2735,Atom_2735,7,36,11,1,4754.0,0,0.00,No,501.5,506.7,100.85
2736,Atom_2736,7,36,12,1,3226.0,0,0.00,No,504.0,510.0,101.70
2737,Atom_2737,7,36,13,1,4690.0,0,0.00,No,488.7,513.3,102.55
2738,Atom_2738,7,36,14,1,3162.0,0,0.00,No,487.3,516.7,103.40
2739,Atom_2739,7,36,15,1,4626.0,0,0.00,No,486.0,520.0,104.25
2740,Atom_2740,7,36,16,1,1602.0,0,0.00,No,484.7,523.3,105.10
2741,Atom_2741,7,36,17,1,4562.0,0,0.00,No,483.3,526.7,105.95
2742,Atom_2742,7,36,18,1,1538.0,0,0.00,No,482.0,530.0,106.80
2743,Atom_2743,7,36,19,1,4498.0,0,0.00,No,480.7,533.3,107.65
2744,Atom_2744,7,36,20,1,1474.0,0,0.00,No,479.3,536.7,108.50
2745,Atom_2745,7,36,21,1,4434.0,0,0.00,No,478.0,540.0,109.35
2746,Atom_2746,7,36,22,1,1410.0,0,0.00,No,476.7,543.3,110.20
2747,Atom_2747,7,36,23,1,4370.0,0,0.00,No,475.3,546.7,111.05
2748,Atom_2748,7,36,24,1,1346.0,0,0.00,No,474.0,550.0,111.90
2749,Atom_2749,7,36,25,1,4306.0,0,0.00,No,470.7,553.3,112.75
2750,Atom_2750,7,36,26,1,1282.0,0,0.00,No,467.3,556.7,113.60
2751,Atom_2751,7,37,0,1,5234.0,0,0.00,No,484.0,485.0,92.35
2752,Atom_2752,7,37,1,1,5202.0,0,0.00,No,486.5,488.8,93.20
2753,Atom_2753,7,37,2,1,4796.0,0,0.00,No,489.0,492.7,94.05
2754,Atom_2754,7,37,3,1,5138.0,0,0.00,No,491.5,491.5,94.90
2755,Atom_2755,7,37,4,1,4358.0,0,0.00,No,494.0,493.7,95.75
2756,Atom_2756,7,37,5,1,5074.0,0,0.00,No,496.5,495.8,96.60
2757,Atom_2757,7,37,6,1,4294.0,0,0.00,No,499.0,505.0,97.45
2758,Atom_2758,7,37,7,1,5010.0,0,0.00,No,501.5,508.3,98.30
2759,Atom_2759,7,37,8,1,3482.0,0,0.00,No,504.0,511.7,99.15
2760,Atom_2760,7,37,9,1,4946.0,0,0.00,No,506.5,515.0,100.00
2761,Atom_2761,7,37,10,1,3418.0,0,0.00,No,509.0,518.3,100.85
2762,Atom_2762,7,37,11,1,4882.0,0,0.00,No,511.5,521.7,101.70
2763,Atom_2763,7,37,12,1,3354.0,0,0.00,No,514.0,525.0,102.55
2764,Atom_2764,7,37,13,1,4818.0,0,0.00,No,498.7,528.3,103.40
2765,Atom_2765,7,37,14,1,3290.0,0,0.00,No,497.3,531.7,104.25
2766,Atom_2766,7,37,15,1,4754.0,0,0.00,No,496.0,535.0,105.10
2767,Atom_2767,7,37,16,1,1730.0,0,0.00,No,494.7,538.3,105.95
2768,Atom_2768,7,37,17,1,4690.0,0,0.00,No,493.3,541.7,106.80
2769,Atom_2769,7,37,18,1,1666.0,0,0.00,No,492.0,545.0,107.65
2770,Atom_2770,7,37,19,1,4626.0,0,0.00,No,490.7,548.3,108.50
2771,Atom_2771,7,37,20,1,1602.0,0,0.00,No,489.3,551.7,109.35
2772,Atom_2772,7,37,21,1,4562.0,0,0.00,No,488.0,555.0,110.20
2773,Atom_2773,7,37,22,1,1538.0,0,0.00,No,486.7,558.3,111.05
2774,Atom_2774,7,37,23,1,4498.0,0,0.00,No,485.3,561.7,111.90
2775,Atom_2775,7,37,24,1,1474.0,0,0.00,No,484.0,565.0,112.75
2776,Atom_2776,7,37,25,1,4434.0,0,0.00,No,480.7,568.3,113.60
2777,Atom_2777,7,37,26,1,1410.0,0,0.00,No,477.3,571.7,114.45
2778,Atom_2778,7,38,0,1,5362.0,0,0.00,No,494.0,500.0,93.20
2779,Atom_2779,7,38,1,1,5330.0,0,0.00,No,496.5,503.8,94.05
2780,Atom_2780,7,38,2,1,4924.0,0,0.00,No,499.0,507.7,94.90
2781,Atom_2781,7,38,3,1,5266.0,0,0.00,No,501.5,506.5,95.75
2782,Atom_2782,7,38,4,1,4486.0,0,0.00,No,504.0,508.7,96.60
2783,Atom_2783,7,38,5,1,5202.0,0,0.00,No,506.5,510.8,97.45
2784,Atom_2784,7,38,6,1,4422.0,0,0.00,No,509.0,520.0,98.30
2785,Atom_2785,7,38,7,1,5138.0,0,0.00,No,511.5,523.3,99.15
2786,Atom_2786,7,38,8,1,3610.0,0,0.00,No,514.0,526.7,100.00
2787,Atom_2787,7,38,9,1,5074.0,0,0.00,No,516.5,530.0,100.85
2788,Atom_2788,7,38,10,1,3546.0,0,0.00,No,519.0,533.3,101.70
2789,Atom_2789,7,38,11,1,5010.0,0,0.00,No,521.5,536.7,102.55
2790,Atom_2790,7,38,12,1,3482.0,0,0.00,No,524.0,540.0,103.40
2791,Atom_2791,7,38,13,1,4946.0,0,0.00,No,508.7,543.3,104.25
2792,Atom_2792,7,38,14,1,3418.0,0,0.00,No,507.3,546.7,105.10
2793,Atom_2793,7,38,15,1,4882.0,0,0.00,No,506.0,550.0,105.95
2794,Atom_2794,7,38,16,1,1858.0,0,0.00,No,504.7,553.3,106.80
2795,Atom_2795,7,38,17,1,4818.0,0,0.00,No,503.3,556.7,107.65
2796,Atom_2796,7,38,18,1,1794.0,0,0.00,No,502.0,560.0,108.50
2797,Atom_2797,7,38,19,1,4754.0,0,0.00,No,500.7,563.3,109.35
2798,Atom_2798,7,38,20,1,1730.0,0,0.00,No,499.3,566.7,110.20
2799,Atom_2799,7,38,21,1,4690.0,0,0.00,No,498.0,570.0,111.05
2800,Atom_2800,7,38,22,1,1666.0,0,0.00,No,496.7,573.3,111.90
2801,Atom_2801,7,38,23,1,4626.0,0,0.00,No,495.3,576.7,112.75
2802,Atom_2802,7,38,24,1,1602.0,0,0.00,No,494.0,580.0,113.60
2803,Atom_2803,7,38,25,1,4562.0,0,0.00,No,490.7,583.3,114.45
2804,Atom_2804,7,38,26,1,1538.0,0,0.00,No,487.3,586.7,115.30
2805,Atom_2805,7,39,0,1,5490.0,0,0.00,No,504.0,515.0,94.05
2806,Atom_2806,7,39,1,1,5458.0,0,0.00,No,506.5,518.8,94.90
2807,Atom_2807,7,39,2,1,5052.0,0,0.00,No,509.0,522.7,95.75
2808,Atom_2808,7,39,3,1,5394.0,0,0.00,No,511.5,521.5,96.60
2809,Atom_2809,7,39,4,1,4614.0,0,0.00,No,514.0,523.7,97.45
2810,Atom_2810,7,39,5,1,5330.0,0,0.00,No,516.5,525.8,98.30
2811,Atom_2811,7,39,6,1,4550.0,0,0.00,No,519.0,535.0,99.15
2812,Atom_2812,7,39,7,1,5266.0,0,0.00,No,521.5,538.3,100.00
2813,Atom_2813,7,39,8,1,3738.0,0,0.00,No,524.0,541.7,100.85
2814,Atom_2814,7,39,9,1,5202.0,0,0.00,No,526.5,545.0,101.70
2815,Atom_2815,7,39,10,1,3674.0,0,0.00,No,529.0,548.3,102.55
2816,Atom_2816,7,39,11,1,5138.0,0,0.00,No,531.5,551.7,103.40
2817,Atom_2817,7,39,12,1,3610.0,0,0.00,No,534.0,555.0,104.25
2818,Atom_2818,7,39,13,1,5074.0,0,0.00,No,518.7,558.3,105.10
2819,Atom_2819,7,39,14,1,3546.0,0,0.00,No,517.3,561.7,105.95
2820,Atom_2820,7,39,15,1,5010.0,0,0.00,No,516.0,565.0,106.80
2821,Atom_2821,7,39,16,1,1986.0,0,0.00,No,514.7,568.3,107.65
2822,Atom_2822,7,39,17,1,4946.0,0,0.00,No,513.3,571.7,108.50
2823,Atom_2823,7,39,18,1,1922.0,0,0.00,No,512.0,575.0,109.35
2824,Atom_2824,7,39,19,1,4882.0,0,0.00,No,510.7,578.3,110.20
2825,Atom_2825,7,39,20,1,1858.0,0,0.00,No,509.3,581.7,111.05
2826,Atom_2826,7,39,21,1,4818.0,0,0.00,No,508.0,585.0,111.90
2827,Atom_2827,7,39,22,1,1794.0,0,0.00,No,506.7,588.3,112.75
2828,Atom_2828,7,39,23,1,4754.0,0,0.00,No,505.3,591.7,113.60
2829,Atom_2829,7,39,24,1,1730.0,0,0.00,No,504.0,595.0,114.45
2830,Atom_2830,7,39,25,1,4690.0,0,0.00,No,500.7,598.3,115.30
2831,Atom_2831,7,39,26,1,1666.0,0,0.00,No,497.3,601.7,116.15
2832,Atom_2832,7,40,0,1,5618.0,0,0.00,No,514.0,530.0,94.90
2833,Atom_2833,7,40,1,1,5586.0,0,0.00,No,516.5,533.8,95.75
2834,Atom_2834,7,40,2,1,5180.0,0,0.00,No,519.0,537.7,96.60
2835,Atom_2835,7,40,3,1,5522.0,0,0.00,No,521.5,536.5,97.45
2836,Atom_2836,7,40,4,1,4742.0,0,0.00,No,524.0,538.7,98.30
2837,Atom_2837,7,40,5,1,5458.0,0,0.00,No,526.5,540.8,99.15
2838,Atom_2838,7,40,6,1,4678.0,0,0.00,No,529.0,550.0,100.00
2839,Atom_2839,7,40,7,1,5394.0,0,0.00,No,531.5,553.3,100.85
2840,Atom_2840,7,40,8,1,3866.0,0,0.00,No,534.0,556.7,101.70
2841,Atom_2841,7,40,9,1,5330.0,0,0.00,No,536.5,560.0,102.55
2842,Atom_2842,7,40,10,1,3802.0,0,0.00,No,539.0,563.3,103.40
2843,Atom_2843,7,40,11,1,5266.0,0,0.00,No,541.5,566.7,104.25
2844,Atom_2844,7,40,12,1,3738.0,0,0.00,No,544.0,570.0,105.10
2845,Atom_2845,7,40,13,1,5202.0,0,0.00,No,528.7,573.3,105.95
2846,Atom_2846,7,40,14,1,3674.0,0,0.00,No,527.3,576.7,106.80
2847,Atom_2847,7,40,15,1,5138.0,0,0.00,No,526.0,580.0,107.65
2848,Atom_2848,7,40,16,1,2114.0,0,0.00,No,524.7,583.3,108.50
2849,Atom_2849,7,40,17,1,5074.0,0,0.00,No,523.3,586.7,109.35
2850,Atom_2850,7,40,18,1,2050.0,0,0.00,No,522.0,590.0,110.20
2851,Atom_2851,7,40,19,1,5010.0,0,0.00,No,520.7,593.3,111.05
2852,Atom_2852,7,40,20,1,1986.0,0,0.00,No,519.3,596.7,111.90
2853,Atom_2853,7,40,21,1,4946.0,0,0.00,No,518.0,600.0,112.75
2854,Atom_2854,7,40,22,1,1922.0,0,0.00,No,516.7,603.3,113.60
2855,Atom_2855,7,40,23,1,4882.0,0,0.00,No,515.3,606.7,114.45
2856,Atom_2856,7,40,24,1,1858.0,0,0.00,No,514.0,610.0,115.30
2857,Atom_2857,7,40,25,1,4818.0,0,0.00,No,510.7,613.3,116.15
2858,Atom_2858,7,40,26,1,1794.0,0,0.00,No,507.3,616.7,117.00
2859,Atom_2859,7,41,0,1,5746.0,0,0.00,No,524.0,545.0,95.75
2860,Atom_2860,7,41,1,1,5714.0,0,0.00,No,526.5,548.8,96.60
2861,Atom_2861,7,41,2,1,5308.0,0,0.00,No,529.0,552.7,97.45
2862,Atom_2862,7,41,3,1,5650.0,0,0.00,No,531.5,551.5,98.30
2863,Atom_2863,7,41,4,1,4870.0,0,0.00,No,534.0,553.7,99.15
2864,Atom_2864,7,41,5,1,5586.0,0,0.00,No,536.5,555.8,100.00
2865,Atom_2865,7,41,6,1,4806.0,0,0.00,No,539.0,565.0,100.85
2866,Atom_2866,7,41,7,1,5522.0,0,0.00,No,541.5,568.3,101.70
2867,Atom_2867,7,41,8,1,3994.0,0,0.00,No,544.0,571.7,102.55
2868,Atom_2868,7,41,9,1,5458.0,0,0.00,No,546.5,575.0,103.40
2869,Atom_2869,7,41,10,1,3930.0,0,0.00,No,549.0,578.3,104.25
2870,Atom_2870,7,41,11,1,5394.0,0,0.00,No,551.5,581.7,105.10
2871,Atom_2871,7,41,12,1,3866.0,0,0.00,No,554.0,585.0,105.95
2872,Atom_2872,7,41,13,1,5330.0,0,0.00,No,538.7,588.3,106.80
2873,Atom_2873,7,41,14,1,3802.0,0,0.00,No,537.3,591.7,107.65
2874,Atom_2874,7,41,15,1,5266.0,0,0.00,No,536.0,595.0,108.50
2875,Atom_2875,7,41,16,1,2242.0,0,0.00,No,534.7,598.3,109.35
2876,Atom_2876,7,41,17,1,5202.0,0,0.00,No,533.3,601.7,110.20
2877,Atom_2877,7,41,18,1,2178.0,0,0.00,No,532.0,605.0,111.05
2878,Atom_2878,7,41,19,1,5138.0,0,0.00,No,530.7,608.3,111.90
2879,Atom_2879,7,41,20,1,2114.0,0,0.00,No,529.3,611.7,112.75
2880,Atom_2880,7,41,21,1,5074.0,0,0.00,No,528.0,615.0,113.60
2881,Atom_2881,7,41,22,1,2050.0,0,0.00,No,526.7,618.3,114.45
2882,Atom_2882,7,41,23,1,5010.0,0,0.00,No,525.3,621.7,115.30
2883,Atom_2883,7,41,24,1,1986.0,0,0.00,No,524.0,625.0,116.15
2884,Atom_2884,7,41,25,1,4946.0,0,0.00,No,520.7,628.3,117.00
2885,Atom_2885,7,41,26,1,1922.0,0,0.00,No,517.3,631.7,117.85
2886,Atom_2886,7,42,0,1,5874.0,0,0.00,No,534.0,560.0,96.60
2887,Atom_2887,7,42,1,1,5842.0,0,0.00,No,536.5,563.8,97.45
2888,Atom_2888,7,42,2,1,5436.0,0,0.00,No,539.0,567.7,98.30
2889,Atom_2889,7,42,3,1,5778.0,0,0.00,No,541.5,566.5,99.15
2890,Atom_2890,7,42,4,1,4998.0,0,0.00,No,544.0,568.7,100.00
2891,Atom_2891,7,42,5,1,5714.0,0,0.00,No,546.5,570.8,100.85
2892,Atom_2892,7,42,6,1,4934.0,0,0.00,No,549.0,580.0,101.70
2893,Atom_2893,7,42,7,1,5650.0,0,0.00,No,551.5,583.3,102.55
2894,Atom_2894,7,42,8,1,4122.0,0,0.00,No,554.0,586.7,103.40
2895,Atom_2895,7,42,9,1,5586.0,0,0.00,No,556.5,590.0,104.25
2896,Atom_2896,7,42,10,1,4058.0,0,0.00,No,559.0,593.3,105.10
2897,Atom_2897,7,42,11,1,5522.0,0,0.00,No,561.5,596.7,105.95
2898,Atom_2898,7,42,12,1,3994.0,0,0.00,No,564.0,600.0,106.80
2899,Atom_2899,7,42,13,1,5458.0,0,0.00,No,548.7,603.3,107.65
2900,Atom_2900,7,42,14,1,3930.0,0,0.00,No,547.3,606.7,108.50
2901,Atom_2901,7,42,15,1,5394.0,0,0.00,No,546.0,610.0,109.35
2902,Atom_2902,7,42,16,1,2370.0,0,0.00,No,544.7,613.3,110.20
2903,Atom_2903,7,42,17,1,5330.0,0,0.00,No,543.3,616.7,111.05
2904,Atom_2904,7,42,18,1,2306.0,0,0.00,No,542.0,620.0,111.90
2905,Atom_2905,7,42,19,1,5266.0,0,0.00,No,540.7,623.3,112.75
2906,Atom_2906,7,42,20,1,2242.0,0,0.00,No,539.3,626.7,113.60
2907,Atom_2907,7,42,21,1,5202.0,0,0.00,No,538.0,630.0,114.45
2908,Atom_2908,7,42,22,1,2178.0,0,0.00,No,536.7,633.3,115.30
2909,Atom_2909,7,42,23,1,5138.0,0,0.00,No,535.3,636.7,116.15
2910,Atom_2910,7,42,24,1,2114.0,0,0.00,No,534.0,640.0,117.00
2911,Atom_2911,7,42,25,1,5074.0,0,0.00,No,530.7,643.3,117.85
2912,Atom_2912,7,42,26,1,2050.0,0,0.00,No,527.3,646.7,118.70
2913,Atom_2913,7,43,0,1,6002.0,0,0.00,No,544.0,575.0,97.45
2914,Atom_2914,7,43,1,1,5970.0,0,0.00,No,546.5,578.8,98.30
2915,Atom_2915,7,43,2,1,5564.0,0,0.00,No,549.0,582.7,99.15
2916,Atom_2916,7,43,3,1,5906.0,0,0.00,No,551.5,581.5,100.00
2917,Atom_2917,7,43,4,1,5126.0,0,0.00,No,554.0,583.7,100.85
2918,Atom_2918,7,43,5,1,5842.0,0,0.00,No,556.5,585.8,101.70
2919,Atom_2919,7,43,6,1,5062.0,0,0.00,No,559.0,595.0,102.55
2920,Atom_2920,7,43,7,1,5778.0,0,0.00,No,561.5,598.3,103.40
2921,Atom_2921,7,43,8,1,4250.0,0,0.00,No,564.0,601.7,104.25
2922,Atom_2922,7,43,9,1,5714.0,0,0.00,No,566.5,605.0,105.10
2923,Atom_2923,7,43,10,1,4186.0,0,0.00,No,569.0,608.3,105.95
2924,Atom_2924,7,43,11,1,5650.0,0,0.00,No,571.5,611.7,106.80
2925,Atom_2925,7,43,12,1,4122.0,0,0.00,No,574.0,615.0,107.65
2926,Atom_2926,7,43,13,1,5586.0,0,0.00,No,558.7,618.3,108.50
2927,Atom_2927,7,43,14,1,4058.0,0,0.00,No,557.3,621.7,109.35
2928,Atom_2928,7,43,15,1,5522.0,0,0.00,No,556.0,625.0,110.20
2929,Atom_2929,7,43,16,1,2498.0,0,0.00,No,554.7,628.3,111.05
2930,Atom_2930,7,43,17,1,5458.0,0,0.00,No,553.3,631.7,111.90
2931,Atom_2931,7,43,18,1,2434.0,0,0.00,No,552.0,635.0,112.75
2932,Atom_2932,7,43,19,1,5394.0,0,0.00,No,550.7,638.3,113.60
2933,Atom_2933,7,43,20,1,2370.0,0,0.00,No,549.3,641.7,114.45
2934,Atom_2934,7,43,21,1,5330.0,0,0.00,No,548.0,645.0,115.30
2935,Atom_2935,7,43,22,1,2306.0,0,0.00,No,546.7,648.3,116.15
2936,Atom_2936,7,43,23,1,5266.0,0,0.00,No,545.3,651.7,117.00
2937,Atom_2937,7,43,24,1,2242.0,0,0.00,No,544.0,655.0,117.85
2938,Atom_2938,7,43,25,1,5202.0,0,0.00,No,540.7,658.3,118.70
2939,Atom_2939,7,43,26,1,2178.0,0,0.00,No,537.3,661.7,119.55
2940,Atom_2940,7,44,0,1,6130.0,0,0.00,No,554.0,590.0,98.30
2941,Atom_2941,7,44,1,1,6098.0,0,0.00,No,556.5,593.8,99.15
2942,Atom_2942,7,44,2,1,5692.0,0,0.00,No,559.0,597.7,100.00
2943,Atom_2943,7,44,3,1,6034.0,0,0.00,No,561.5,596.5,100.85
2944,Atom_2944,7,44,4,1,5254.0,0,0.00,No,564.0,598.7,101.70
2945,Atom_2945,7,44,5,1,5970.0,0,0.00,No,566.5,600.8,102.55
2946,Atom_2946,7,44,6,1,5190.0,0,0.00,No,569.0,610.0,103.40
2947,Atom_2947,7,44,7,1,5906.0,0,0.00,No,571.5,613.3,104.25
2948,Atom_2948,7,44,8,1,4378.0,0,0.00,No,574.0,616.7,105.10
2949,Atom_2949,7,44,9,1,5842.0,0,0.00,No,576.5,620.0,105.95
2950,Atom_2950,7,44,10,1,4314.0,0,0.00,No,579.0,623.3,106.80
2951,Atom_2951,7,44,11,1,5778.0,0,0.00,No,581.5,626.7,107.65
2952,Atom_2952,7,44,12,1,4250.0,0,0.00,No,584.0,630.0,108.50
2953,Atom_2953,7,44,13,1,5714.0,0,0.00,No,568.7,633.3,109.35
2954,Atom_2954,7,44,14,1,4186.0,0,0.00,No,567.3,636.7,110.20
2955,Atom_2955,7,44,15,1,5650.0,0,0.00,No,566.0,640.0,111.05
2956,Atom_2956,7,44,16,1,2626.0,0,0.00,No,564.7,643.3,111.90
2957,Atom_2957,7,44,17,1,5586.0,0,0.00,No,563.3,646.7,112.75
2958,Atom_2958,7,44,18,1,2562.0,0,0.00,No,562.0,650.0,113.60
2959,Atom_2959,7,44,19,1,5522.0,0,0.00,No,560.7,653.3,114.45
2960,Atom_2960,7,44,20,1,2498.0,0,0.00,No,559.3,656.7,115.30
2961,Atom_2961,7,44,21,1,5458.0,0,0.00,No,558.0,660.0,116.15
2962,Atom_2962,7,44,22,1,2434.0,0,0.00,No,556.7,663.3,117.00
2963,Atom_2963,7,44,23,1,5394.0,0,0.00,No,555.3,666.7,117.85
2964,Atom_2964,7,44,24,1,2370.0,0,0.00,No,554.0,670.0,118.70
2965,Atom_2965,7,44,25,1,5330.0,0,0.00,No,550.7,673.3,119.55
2966,Atom_2966,7,44,26,1,2306.0,0,0.00,No,547.3,676.7,120.40
2967,Atom_2967,7,45,0,1,6258.0,0,0.00,No,564.0,605.0,99.15
2968,Atom_2968,7,45,1,1,6226.0,0,0.00,No,566.5,608.8,100.00
2969,Atom_2969,7,45,2,1,5820.0,0,0.00,No,569.0,612.7,100.85
2970,Atom_2970,7,45,3,1,6162.0,0,0.00,No,571.5,611.5,101.70
2971,Atom_2971,7,45,4,1,5382.0,0,0.00,No,574.0,613.7,102.55
2972,Atom_2972,7,45,5,1,6098.0,0,0.00,No,576.5,615.8,103.40
2973,Atom_2973,7,45,6,1,5318.0,0,0.00,No,579.0,625.0,104.25
2974,Atom_2974,7,45,7,1,6034.0,0,0.00,No,581.5,628.3,105.10
2975,Atom_2975,7,45,8,1,4506.0,0,0.00,No,584.0,631.7,105.95
2976,Atom_2976,7,45,9,1,5970.0,0,0.00,No,586.5,635.0,106.80
2977,Atom_2977,7,45,10,1,4442.0,0,0.00,No,589.0,638.3,107.65
2978,Atom_2978,7,45,11,1,5906.0,0,0.00,No,591.5,641.7,108.50
2979,Atom_2979,7,45,12,1,4378.0,0,0.00,No,594.0,645.0,109.35
2980,Atom_2980,7,45,13,1,5842.0,0,0.00,No,578.7,648.3,110.20
2981,Atom_2981,7,45,14,1,4314.0,0,0.00,No,577.3,651.7,111.05
2982,Atom_2982,7,45,15,1,5778.0,0,0.00,No,576.0,655.0,111.90
2983,Atom_2983,7,45,16,1,2754.0,0,0.00,No,574.7,658.3,112.75
2984,Atom_2984,7,45,17,1,5714.0,0,0.00,No,573.3,661.7,113.60
2985,Atom_2985,7,45,18,1,2690.0,0,0.00,No,572.0,665.0,114.45
2986,Atom_2986,7,45,19,1,5650.0,0,0.00,No,570.7,668.3,115.30
2987,Atom_2987,7,45,20,1,2626.0,0,0.00,No,569.3,671.7,116.15
2988,Atom_2988,7,45,21,1,5586.0,0,0.00,No,568.0,675.0,117.00
2989,Atom_2989,7,45,22,1,2562.0,0,0.00,No,566.7,678.3,117.85
2990,Atom_2990,7,45,23,1,5522.0,0,0.00,No,565.3,681.7,118.70
2991,Atom_2991,7,45,24,1,2498.0,0,0.00,No,564.0,685.0,119.55
2992,Atom_2992,7,45,25,1,5458.0,0,0.00,No,560.7,688.3,120.40
2993,Atom_2993,7,45,26,1,2434.0,0,0.00,No,557.3,691.7,121.25
2994,Atom_2994,7,46,0,1,6386.0,0,0.00,No,574.0,620.0,100.00
2995,Atom_2995,7,46,1,1,6354.0,0,0.00,No,576.5,623.8,100.85
2996,Atom_2996,7,46,2,1,5948.0,0,0.00,No,579.0,627.7,101.70
2997,Atom_2997,7,46,3,1,6290.0,0,0.00,No,581.5,626.5,102.55
2998,Atom_2998,7,46,4,1,5510.0,0,0.00,No,584.0,628.7,103.40
2999,Atom_2999,7,46,5,1,6226.0,0,0.00,No,586.5,630.8,104.25
3000,Atom_3000,7,46,6,1,5446.0,0,0.00,No,589.0,640.0,105.10
3001,Atom_3001,7,46,7,1,6162.0,0,0.00,No,591.5,643.3,105.95
3002,Atom_3002,7,46,8,1,4634.0,0,0.00,No,594.0,646.7,106.80
3003,Atom_3003,7,46,9,1,6098.0,0,0.00,No,596.5,650.0,107.65
